announcement_year,announcement_phase,complex_name,district,housing_type,supply_target,supply_type,cutline_rank,cutline_score,tie_breaker,tie_breaker_value,review_stage
2022.0,1차,건대프라하임3차 (화양동 94-9),광진구,22,주거급여수급자,우선,,,전원합격,,최종
2022.0,1차,건대프라하임3차 (화양동 94-9),광진구,22,주거급여수급자,일반,,,,,최종
2022.0,1차,건대프라하임3차 (화양동 94-9),광진구,27,청년,우선,1.0,6.0,추첨,,최종
2022.0,1차,건대프라하임3차 (화양동 94-9),광진구,27,청년,일반,1.0,,추첨,,최종
2022.0,1차,건대프라하임3차 (화양동 94-9),광진구,38,고령자,우선,1.0,6.0,전입일자,1995.03.01.,최종
2022.0,1차,건대프라하임3차 (화양동 94-9),광진구,38,고령자,일반,,,추첨,,최종
2022.0,1차,다원타워 (신림동 1420-6),관악구,22,대학생,우선,1.0,3.0,,,최종
2022.0,1차,다원타워 (신림동 1420-6),관악구,22,대학생,일반,1.0,,추첨,,최종
2022.0,1차,다원타워 (신림동 1420-6),관악구,29,청년,우선,1.0,6.0,추첨,,최종
2022.0,1차,다원타워 (신림동 1420-6),관악구,29,청년,일반,1.0,,추첨,,최종
2022.0,1차,리오파크 (영등포동2가 300-1),영등포구,21,청년,우선,,,,,최종
2022.0,1차,리오파크 (영등포동2가 300-1),영등포구,21,청년,일반,,,,,최종
2022.0,1차,마포더클래시 (아현2구역),마포구,32,청년,우선,1.0,6.0,추첨,,최종
2022.0,1차,마포더클래시 (아현2구역),마포구,32,청년,일반,1.0,,추첨,,최종
2022.0,1차,마포더클래시 (아현2구역),마포구,43,신혼부부,우선,1.0,6.0,전입일자,2019.10.04.,최종
2022.0,1차,마포더클래시 (아현2구역),마포구,43,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,마포더클래시 (아현2구역),마포구,49,고령자,우선,1.0,4.0,전입일자,1978.09.09.,최종
2022.0,1차,마포더클래시 (아현2구역),마포구,49,고령자,일반,,,추첨,,최종
2022.0,1차,마포더클래시 (아현2구역),마포구,54,신혼부부,우선,1.0,6.0,전입일자,2009.07.24.,최종
2022.0,1차,마포더클래시 (아현2구역),마포구,54,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,상봉태솔 (상봉동 105-97),중랑구,59,신혼부부,우선,1.0,6.0,전입일자,1990.01.16.,최종
2022.0,1차,상봉태솔 (상봉동 105-97),중랑구,59,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,용마산모아엘가 파크포레 (면목4),중랑구,57,고령자,우선,1.0,9.0,전입일자,2015.12.07.,최종
2022.0,1차,용마산모아엘가 파크포레 (면목4),중랑구,57,고령자,일반,,,추첨,,최종
2022.0,1차,서대문푸르지오 센트럴파크 (홍제1),서대문구,34,주거급여수급자,우선,1.0,5.0,,,최종
2022.0,1차,서대문푸르지오 센트럴파크 (홍제1),서대문구,34,주거급여수급자,일반,,,추첨,,최종
2022.0,1차,서대문푸르지오 센트럴파크 (홍제1),서대문구,49,신혼부부,우선,1.0,6.0,전입일자,1988.03.04.,최종
2022.0,1차,서대문푸르지오 센트럴파크 (홍제1),서대문구,49,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,초행지봉-수유,강북구,20,대학생,우선,2.0,,추첨,,최종
2022.0,1차,초행지봉-수유,강북구,20,대학생,일반,,,전원합격,,최종
2022.0,1차,초행지봉-수유,강북구,27,청년,우선,1.0,6.0,추첨,,최종
2022.0,1차,초행지봉-수유,강북구,27,청년,일반,1.0,,추첨,,최종
2022.0,1차,초행지봉-쌍문,도봉구,20,대학생,우선,2.0,,추첨,,최종
2022.0,1차,초행지봉-쌍문,도봉구,20,대학생,일반,,,전원합격,,최종
2022.0,1차,초행지봉-쌍문,도봉구,22,청년,우선,1.0,4.0,추첨,,최종
2022.0,1차,초행지봉-쌍문,도봉구,22,청년,일반,1.0,,추첨,,최종
2022.0,1차,강동리엔파크 11단지,강동구,17,청년,우선,1.0,6.0,추첨,,최종
2022.0,1차,강동리엔파크 11단지,강동구,17,청년,일반,1.0,,추첨,,최종
2022.0,1차,강동리엔파크 11단지,강동구,17,주거급여수급자,우선,,,전원합격,,최종
2022.0,1차,강동리엔파크 11단지,강동구,17,주거급여수급자,일반,,,,,최종
2022.0,1차,강동리엔파크 11단지,강동구,29S,고령자,우선,1.0,3.0,전입일자,2021.06.07.,최종
2022.0,1차,강동리엔파크 11단지,강동구,29S,고령자,일반,,,추첨,,최종
2022.0,1차,강동리엔파크 11단지,강동구,29S,주거급여수급자,우선,2.0,1.0,전입일자,1980.09.25.,최종
2022.0,1차,강동리엔파크 11단지,강동구,29S,주거급여수급자,일반,,,전원합격,,최종
2022.0,1차,강동리엔파크 11단지,강동구,36,청년,예비자,,,,,최종
2022.0,1차,강동리엔파크 11단지,강동구,36,고령자,예비자,,,,,최종
2022.0,1차,강동리엔파크 14단지,강동구,17,청년,우선,1.0,4.0,추첨,,최종
2022.0,1차,강동리엔파크 14단지,강동구,17,청년,일반,1.0,,추첨,,최종
2022.0,1차,강동리엔파크 14단지,강동구,17,주거급여수급자,우선,,,전원합격,,최종
2022.0,1차,강동리엔파크 14단지,강동구,17,주거급여수급자,일반,,,,,최종
2022.0,1차,강동리엔파크 14단지,강동구,29S,고령자,우선,,,전원합격,,최종
2022.0,1차,강동리엔파크 14단지,강동구,29S,고령자,일반,,,,,최종
2022.0,1차,강일11리버파크 (강일11단지),강동구,29,청년,우선,1.0,6.0,추첨,,최종
2022.0,1차,강일11리버파크 (강일11단지),강동구,29,청년,일반,1.0,,추첨,,최종
2022.0,1차,강일11리버파크 (강일11단지),강동구,29S,주거급여수급자,예비자,,,,,최종
2022.0,1차,강일11리버파크 (강일11단지),강동구,39S,고령자,우선,1.0,5.0,전입일자,2017.01.31.,최종
2022.0,1차,강일11리버파크 (강일11단지),강동구,39S,고령자,일반,,,추첨,,최종
2022.0,1차,고덕아르테온,강동구,59,신혼부부,우선,1.0,6.0,전입일자,1993.02.12.,최종
2022.0,1차,고덕아르테온,강동구,59,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,디에이치 아너힐즈 (개포주공3),강남구,49,신혼부부,우선,1.0,6.0,전입일자,2005.11.28.,최종
2022.0,1차,디에이치 아너힐즈 (개포주공3),강남구,49,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,"래미안 신반포 리오센트 (신반포 18,24차)",서초구,48,신혼부부,우선,1.0,6.0,전입일자,1988.05.07.,최종
2022.0,1차,"래미안 신반포 리오센트 (신반포 18,24차)",서초구,48,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,"래미안 신반포 리오센트 (신반포 18,24차)",서초구,59,신혼부부,우선,1.0,6.0,전입일자,2016.11.08.,최종
2022.0,1차,"래미안 신반포 리오센트 (신반포 18,24차)",서초구,59,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,래미안블레스티지 (개포주공2단지),강남구,59,신혼부부,우선,1.0,6.0,전입일자,1996.04.27.,최종
2022.0,1차,래미안블레스티지 (개포주공2단지),강남구,59,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,르엘대치 (대치제2지구),강남구,35,청년,우선,1.0,6.0,,,최종
2022.0,1차,르엘대치 (대치제2지구),강남구,35,청년,일반,1.0,,추첨,,최종
2022.0,1차,반포 래미안 아이파크 (서초한양),서초구,49,신혼부부,예비자,1.0,,추첨,,최종
2022.0,1차,반포센트럴 푸르지오 써밋 (삼호가든4차),서초구,49,신혼부부,우선,1.0,6.0,전입일자,1988.01.01.,최종
2022.0,1차,반포센트럴 푸르지오 써밋 (삼호가든4차),서초구,49,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,송파파크데일3(마천3),송파구,21,청년,우선,1.0,,추첨,,최종
2022.0,1차,송파파크데일3(마천3),송파구,21,청년,일반,1.0,,추첨,,최종
2022.0,1차,송파파크데일3(마천3),송파구,21,주거급여수급자,예비자,1.0,,추첨,,최종
2022.0,1차,송파헬리오시티 (가락시영),송파구,39,청년,우선,1.0,6.0,전입일자,1991.07.20.,최종
2022.0,1차,송파헬리오시티 (가락시영),송파구,39,청년,일반,1.0,,추첨,,최종
2022.0,1차,수락리버타운 (상계장암5),노원구,21S,고령자,예비자,,,추첨,,최종
2022.0,1차,수락리버타운 (상계장암5),노원구,31S,고령자,우선,1.0,9.0,,,최종
2022.0,1차,수락리버타운 (상계장암5),노원구,31S,고령자,일반,1.0,,추첨,,최종
2022.0,1차,숲에리움,구로구,16,청년,우선,1.0,6.0,,,최종
2022.0,1차,숲에리움,구로구,16,청년,일반,1.0,,추첨,,최종
2022.0,1차,신내3지구 4단지 도시형생활주택,중랑구,21S,청년,우선,1.0,6.0,,,최종
2022.0,1차,신내3지구 4단지 도시형생활주택,중랑구,21S,청년,일반,1.0,,추첨,,최종
2022.0,1차,신내3지구 4단지 도시형생활주택,중랑구,21S,주거급여수급자,예비자,,,추첨,,최종
2022.0,1차,신내글로리움,중랑구,44S,고령자,우선,1.0,7.0,,,최종
2022.0,1차,신내글로리움,중랑구,44S,고령자,일반,,,추첨,,최종
2022.0,1차,신정 파크샤인,양천구,26S,고령자,우선,1.0,9.0,,,최종
2022.0,1차,신정 파크샤인,양천구,26S,고령자,일반,,,추첨,,최종
2022.0,1차,역촌헤르미온,은평구,16,대학생,우선,1.0,,추첨,,최종
2022.0,1차,역촌헤르미온,은평구,16,대학생,일반,1.0,,추첨,,최종
2022.0,1차,역촌헤르미온,은평구,19,대학생,우선,1.0,,추첨,,최종
2022.0,1차,역촌헤르미온,은평구,19,대학생,일반,1.0,,추첨,,최종
2022.0,1차,정릉 하늘마루(정신호) - 정릉 공공주택 건설사업,성북구,22,청년,우선,1.0,,추첨,,최종
2022.0,1차,정릉 하늘마루(정신호) - 정릉 공공주택 건설사업,성북구,22,청년,일반,1.0,,추첨,,최종
2022.0,1차,정릉 하늘마루(정신호) - 정릉 공공주택 건설사업,성북구,26S,고령자,우선,2.0,7.0,,,최종
2022.0,1차,정릉 하늘마루(정신호) - 정릉 공공주택 건설사업,성북구,26S,고령자,일반,,,전원합격,,최종
2022.0,1차,정릉 하늘마루(정신호) - 정릉 공공주택 건설사업,성북구,36S,청년,우선,1.0,,추첨,,최종
2022.0,1차,정릉 하늘마루(정신호) - 정릉 공공주택 건설사업,성북구,36S,청년,일반,1.0,,추첨,,최종
2022.0,1차,천왕연지마을1 - 천왕2지구 도시형생활주택(1),구로구,20,대학생,우선,1.0,,추첨,,최종
2022.0,1차,천왕연지마을1 - 천왕2지구 도시형생활주택(1),구로구,20,대학생,일반,1.0,,추첨,,최종
2022.0,1차,천왕연지마을1 - 천왕2지구 도시형생활주택(1),구로구,35,청년,우선,1.0,,추첨,,최종
2022.0,1차,천왕연지마을1 - 천왕2지구 도시형생활주택(1),구로구,35,청년,일반,1.0,,추첨,,최종
2022.0,1차,천왕연지마을1 - 천왕2지구 도시형생활주택(1),구로구,22S,고령자,우선,1.0,4.0,,,최종
2022.0,1차,천왕연지마을2 - 천왕2지구 도시형생활주택(2),구로구,40,신혼부부,우선,1.0,6.0,전입일자,2017.12.08.,최종
2022.0,1차,천왕연지마을2 - 천왕2지구 도시형생활주택(2),구로구,40,신혼부부,일반,1.0,,추첨,,최종
2022.0,1차,천왕연지마을2 - 천왕2지구 도시형생활주택(2),구로구,40,고령자,예비자,,,전원합격,,최종
2022.0,1차,천왕연지마을2 - 천왕2지구 도시형생활주택(2),구로구,40,주거급여수급자,예비자,,,추첨,,최종
2022.0,1차,천왕연지마을2 - 천왕2지구 도시형생활주택(2),구로구,40,청년,우선,1.0,,추첨,,최종
2022.0,1차,천왕연지마을2 - 천왕2지구 도시형생활주택(2),구로구,40,청년,일반,1.0,,추첨,,최종
2022.0,1차,천왕지구 8단지,구로구,29S,주거급여수급자,예비자,,,전원합격,,최종
2022.0,1차,천왕지구 8단지,구로구,29S,고령자,우선,1.0,7.0,전입일자,2019.09.13.,최종
2022.0,1차,천왕지구 8단지,구로구,29S,고령자,일반,,,추첨,,최종
2022.0,1차,천왕지구 8단지,구로구,29S,주거급여수급자,우선,1.0,5.0,,,최종
2022.0,1차,천왕지구 8단지,구로구,29S,주거급여수급자,일반,,,추첨,,최종
2022.0,1차,초행지봉-미아-3,강북구,53,신혼부부,우선,1.0,6.0,전입일자,1995.03.01.,최종
2022.0,1차,포레나노원,노원구,49,신혼부부,우선,1.0,6.0,전입일자,1988.01.01.,최종
2022.0,1차,항동 하버라인 지구,구로구,29,청년,우선,1.0,,추첨,,최종
2022.0,1차,항동 하버라인 지구,구로구,29,청년,일반,1.0,,추첨,,최종
2022.0,1차,항동 하버라인 지구,구로구,29,고령자,예비자,,,전원합격,,최종
2022.0,1차,항동 하버라인 지구,구로구,29,주거급여수급자,예비자,,,전원합격,,최종
2022.0,1차,힐스테이트신촌,서대문구,37,청년,우선,1.0,,추첨,,최종
2022.0,2차,래미안엘리니티,동대문구,34,청년,우선,1.0,6.0,추첨,,최종
2022.0,2차,래미안엘리니티,동대문구,34,청년,일반,1.0,,추첨,,최종
2022.0,2차,래미안엘리니티,동대문구,34,신혼부부,우선,1.0,6.0,전입일자,2001-12-22,최종
2022.0,2차,래미안엘리니티,동대문구,34,신혼부부,일반,1.0,,추첨,,최종
2022.0,2차,래미안엘리니티,동대문구,34,고령자,우선,1.0,6.0,전입일자,2004-03-29,최종
2022.0,2차,래미안엘리니티,동대문구,34,고령자,일반,,,추첨,,최종
2022.0,2차,포레카운티,성북구,39,청년,일반,1.0,,추첨,,최종
2022.0,2차,신길센트럴자이,영등포구,39,고령자,일반,,,추첨,,최종
2022.0,2차,e편한세상 서울대입구2차,관악구,39,신혼부부,일반,1.0,,추첨,,최종
2022.0,2차,e편한세상 송파파크센트럴,송파구,34,청년,일반,1.0,,추첨,,최종
2022.0,2차,공덕SK리더스뷰,마포구,40,신혼부부,일반,1.0,,추첨,,최종
2022.0,2차,꿈의숲아이파크,성북구,39,고령자,일반,,,추첨,,최종
2023.0,1차,서울역 센트럴자이(만리2)_서울리츠2호,중구,39,고령자,우선,1.0,4.0,전입일자,2009-05-01,최종
2023.0,1차,e편한세상신촌(북아현1-3)_서울리츠2호,서대문구,32,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,힐스테이트녹번(녹번1-1)_서울리츠2호,은평구,39,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,힐스테이트녹번(녹번1-2)_서울리츠2호,은평구,40,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,래미안베라힐즈(녹번1-2)_서울리츠2호,은평구,43,청년,일반,1.0,,추첨,,최종
2023.0,1차,래미안길음센터피스(길음2)_서울리츠2호,성북구,33,청년,일반,1.0,,추첨,,최종
2023.0,1차,학수복합(서울리츠2호),관악구,21,대학생,우선,2.0,,추첨,,최종
2023.0,1차,"상도동211-435, 467 행복주택(서울리츠2호)",동작구,20,대학생,우선,1.0,3.0,추첨,,최종
2023.0,1차,e편한세상서울대입구(봉천12-2)_서울리츠2호,관악구,30,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,신촌그랑자이(대흥2)_서울리츠2호,마포구,39,청년,일반,1.0,,추첨,,최종
2023.0,1차,백련산해모로(응암11)_서울리츠2호,은평구,39,청년,일반,1.0,,추첨,,최종
2023.0,1차,백련산해모로(응암11)_서울리츠2호,은평구,43,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,신길센트럴자이(신길12)_서울리츠2호,영등포구,39,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,목동센트럴아이파크위브(신정1-1)_서울리츠2호,양천구,34,청년,일반,1.0,,추첨,,최종
2023.0,1차,e편한세상송파파크센트럴(거여2-2)_서울리츠2호,송파구,34,고령자,일반,,,추첨,,최종
2023.0,1차,공덕SK리더스뷰(마포로6)_서울리츠2호,마포구,40,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,꿈의숲아이파크(장위7)_서울리츠2호,성북구,39,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,힐스테이트녹번역(응암1)_서울리츠2호,은평구,39,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,송파시그니처롯데캐슬(거여2-1)_서울리츠2호,송파구,39,고령자,일반,,,추첨,,최종
2023.0,1차,이든채(서울리츠1호),강동구,39,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,이든채(서울리츠1호),강동구,39,청년,일반,1.0,,추첨,,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,39,신혼부부,우선,1.0,1.0,전입일자,2021.11.26,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,39,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,39,고령자,우선,1.0,6.0,전입일자,2003.4.3,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,39,고령자,일반,,,추첨,,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,49,신혼부부,우선,1.0,6.0,전입일자,2001.8.27,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,49,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,49,고령자,우선,1.0,6.0,전입일자,2006.2.28,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,49,고령자,일반,,,추첨,,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,53,신혼부부,우선,1.0,6.0,전입일자,1993.4.1,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,53,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,53,고령자,우선,1.0,8.0,전입일자,2014.9.24,최종
2023.0,1차,DMC SK뷰 아이파크포레 (수색13),은평구,53,고령자,일반,,,추첨,,최종
2023.0,1차,더 더블유 서울 (가산동143-7),금천구,20,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,더 더블유 서울 (가산동143-7),금천구,20,청년,일반,1.0,,추첨,,최종
2023.0,1차,더 더블유 서울 (가산동143-7),금천구,20,주거급여수급자,우선,1.0,5.0,전입일자,2021.4.6,최종
2023.0,1차,더 더블유 서울 (가산동143-7),금천구,20,주거급여수급자,일반,,,추첨,,최종
2023.0,1차,더 더블유 서울 (가산동143-7),금천구,22,청년,우선,1.0,6.0,,,최종
2023.0,1차,더 더블유 서울 (가산동143-7),금천구,22,청년,일반,1.0,,추첨,,최종
2023.0,1차,더 푸름 (석관동),성북구,28,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,더 푸름 (석관동),성북구,28,청년,일반,1.0,,추첨,,최종
2023.0,1차,더 푸름 (석관동),성북구,28,주거급여수급자,우선,1.0,6.0,전입일자,1996.7.20,최종
2023.0,1차,더 푸름 (석관동),성북구,28,주거급여수급자,일반,,,,,최종
2023.0,1차,더 푸름 (석관동),성북구,49,신혼부부,우선,1.0,6.0,전입일자,1990.4.27,최종
2023.0,1차,더 푸름 (석관동),성북구,49,신혼부부,일반,,,,,최종
2023.0,1차,대치푸르지오써밋 (대치동제1지구),강남구,51,신혼부부,우선,1.0,6.0,전입일자,2005.4.21,최종
2023.0,1차,대치푸르지오써밋 (대치동제1지구),강남구,51,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,대치푸르지오써밋 (대치동제1지구),강남구,51,고령자,우선,1.0,6.0,전입일자,2008.2.19,최종
2023.0,1차,대치푸르지오써밋 (대치동제1지구),강남구,51,고령자,일반,,,추첨,,최종
2023.0,1차,디에이치퍼스티어아이파크(개포주공1),강남구,49,신혼부부,우선,2.0,6.0,전입일자,2005.3.16,최종
2023.0,1차,디에이치퍼스티어아이파크(개포주공1),강남구,49,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,디에이치퍼스티어아이파크(개포주공1),강남구,49,고령자,우선,1.0,4.0,전입일자,2014.3.20,최종
2023.0,1차,디에이치퍼스티어아이파크(개포주공1),강남구,49,고령자,일반,,,추첨,,최종
2023.0,1차,디에이치퍼스티어아이파크(개포주공1),강남구,59,신혼부부,우선,1.0,6.0,전입일자,2019.11.18,최종
2023.0,1차,디에이치퍼스티어아이파크(개포주공1),강남구,59,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,디에이치퍼스티어아이파크(개포주공1),강남구,59,고령자,우선,1.0,5.0,전입일자,2021.9.16,최종
2023.0,1차,디에이치퍼스티어아이파크(개포주공1),강남구,59,고령자,일반,,,추첨,,최종
2023.0,1차,반포르엘2차(신반포14차),서초구,54,신혼부부,우선,1.0,6.0,전입일자,2013.11.18,최종
2023.0,1차,반포르엘2차(신반포14차),서초구,54,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,반포르엘2차(신반포14차),서초구,54,고령자,우선,1.0,7.0,전입일자,2013.5.13,최종
2023.0,1차,반포르엘2차(신반포14차),서초구,54,고령자,일반,,,추첨,,최종
2023.0,1차,반포르엘2차(신반포14차),서초구,59,신혼부부,우선,1.0,6.0,전입일자,2007.5.21,최종
2023.0,1차,반포르엘2차(신반포14차),서초구,59,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,반포르엘2차(신반포14차),서초구,59,고령자,우선,1.0,7.0,전입일자,2021.7.22,최종
2023.0,1차,반포르엘2차(신반포14차),서초구,59,고령자,일반,,,추첨,,최종
2023.0,1차,신목동비바힐스(신월동981-2),양천구,58,신혼부부,우선,1.0,6.0,전입일자,1990.1.8,최종
2023.0,1차,신목동비바힐스(신월동981-2),양천구,58,신혼부부,일반,1.0,,,,최종
2023.0,1차,신목동비바힐스(신월동981-2),양천구,58,고령자,우선,1.0,7.0,전입일자,1992.3.29,최종
2023.0,1차,신목동비바힐스(신월동981-2),양천구,58,고령자,일반,,,추첨,,최종
2023.0,1차,아현푸르지오클라시티(아현동275-2),마포구,31,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,아현푸르지오클라시티(아현동275-2),마포구,31,청년,일반,,,,,최종
2023.0,1차,아현푸르지오클라시티(아현동275-2),마포구,33,청년,우선,1.0,6.0,,,최종
2023.0,1차,아현푸르지오클라시티(아현동275-2),마포구,33,청년,일반,,,,,최종
2023.0,1차,아현푸르지오클라시티(아현동275-2),마포구,38,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,아현푸르지오클라시티(아현동275-2),마포구,38,청년,일반,,,,,최종
2023.0,1차,아현푸르지오클라시티(아현동275-2),마포구,38,신혼부부,우선,1.0,6.0,전입일자,1993.7.2,최종
2023.0,1차,아현푸르지오클라시티(아현동275-2),마포구,38,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,초행지봉-정릉,성북구,20,대학생,우선,1.0,3.0,,,최종
2023.0,1차,초행지봉-정릉,성북구,20,대학생,일반,1.0,,,,최종
2023.0,1차,강동 리엔파크 11단지,강동구,17,대학생,우선,2.0,,추첨,,최종
2023.0,1차,강동 리엔파크 11단지,강동구,17,대학생,일반,1.0,,추첨,,최종
2023.0,1차,강동 리엔파크 11단지,강동구,29S,고령자,우선,1.0,3.0,전입일자,2020.3.13,최종
2023.0,1차,강동 리엔파크 11단지,강동구,29S,고령자,일반,,,추첨,,최종
2023.0,1차,강동 리엔파크 14단지,강동구,17,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,강동 리엔파크 14단지,강동구,17,청년,일반,1.0,,추첨,,최종
2023.0,1차,개포래미안포레스트,강남구,49,신혼부부,우선,1.0,6.0,전입일자,1993.8.5,최종
2023.0,1차,개포래미안포레스트,강남구,49,신혼부부,일반,,,,,최종
2023.0,1차,고덕자이,강동구,59,신혼부부,우선,1.0,6.0,전입일자,1986.10.21,최종
2023.0,1차,고덕자이,강동구,59,신혼부부,일반,,,,,최종
2023.0,1차,꿈의숲 효성해링턴플레이스,강북구,49,신혼부부,우선,1.0,6.0,전입일자,1992.4.6,최종
2023.0,1차,꿈의숲 효성해링턴플레이스,강북구,49,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,디에이치포레센트,강남구,59,고령자,우선,1.0,8.0,전입일자,2020.6.3,최종
2023.0,1차,디에이치포레센트,강남구,59,고령자,일반,,,,,최종
2023.0,1차,래미안 로이파크,동작구,59,신혼부부,우선,1.0,6.0,전입일자,1984.8.7,최종
2023.0,1차,래미안 로이파크,동작구,59,신혼부부,일반,,,,,최종
2023.0,1차,래미안 명일역 솔베뉴,강동구,59,신혼부부,우선,1.0,6.0,전입일자,1979.10.1,최종
2023.0,1차,래미안 명일역 솔베뉴,강동구,59,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,래미안 신반포 리오센트,서초구,48,신혼부부,우선,1.0,6.0,전입일자,2016.9.5,최종
2023.0,1차,래미안 신반포 리오센트,서초구,48,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,래미안개포루체하임,강남구,49,신혼부부,우선,1.0,4.0,전입일자,2022.6.2,최종
2023.0,1차,래미안개포루체하임,강남구,49,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,래미안라클래시,강남구,59,신혼부부,우선,1.0,6.0,전입일자,2003.8.12,최종
2023.0,1차,래미안라클래시,강남구,59,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,래미안블레스티지,강남구,49,신혼부부,우선,2.0,6.0,전입일자,2020.4.29,최종
2023.0,1차,래미안블레스티지,강남구,49,신혼부부,일반,,,,,최종
2023.0,1차,반포래미안아이파크,서초구,59,신혼부부,우선,1.0,6.0,전입일자,2018.7.27,최종
2023.0,1차,반포래미안아이파크,서초구,59,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,반포센트럴자이,서초구,59,신혼부부,우선,1.0,6.0,전입일자,1991.12.20,최종
2023.0,1차,반포센트럴자이,서초구,59,신혼부부,일반,,,,,최종
2023.0,1차,반포써밋,서초구,49,신혼부부,우선,1.0,6.0,전입일자,2021.7.12,최종
2023.0,1차,반포써밋,서초구,49,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,방배그랑자이,서초구,54,신혼부부,우선,1.0,6.0,전입일자,1990.3.20,최종
2023.0,1차,방배그랑자이,서초구,54,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,보라매자이,동작구,36,신혼부부,우선,1.0,6.0,전입일자,1994.2.8,최종
2023.0,1차,보라매자이,동작구,36,신혼부부,일반,,,,,최종
2023.0,1차,송파파크데일 3,송파구,21,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,송파파크데일 3,송파구,21,청년,일반,1.0,,추첨,,최종
2023.0,1차,수락리버타운,노원구,21S,고령자,우선,1.0,6.0,전입일자,2012.5.14,최종
2023.0,1차,수락리버타운,노원구,21S,고령자,일반,,,,,최종
2023.0,1차,숲에리움(오류1동 청신호),구로구,21,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,숲에리움(오류1동 청신호),구로구,21,청년,일반,1.0,,추첨,,최종
2023.0,1차,신내 글로리움,중랑구,44,신혼부부,우선,1.0,6.0,자치구전입일,1990.8.4,최종
2023.0,1차,신내 글로리움,중랑구,44,신혼부부,일반,1.0,,추첨,,최종
2023.0,1차,신내3-3 도시형생활주택,중랑구,29,청년,우선,1.0,6.0,,,최종
2023.0,1차,신내3-3 도시형생활주택,중랑구,29,청년,일반,1.0,,추첨,,최종
2023.0,1차,신내3-4 도시형생활주택,중랑구,21,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,신내3-4 도시형생활주택,중랑구,21,청년,일반,,,,,최종
2023.0,1차,신정 파크샤인,양천구,36,청년,우선,1.0,6.0,추첨,,최종
2023.0,1차,신정 파크샤인,양천구,36,청년,일반,,,,,최종
2023.0,1차,신정 파크샤인,양천구,41,신혼부부,우선,1.0,6.0,자치구전입일,1995.12.8,최종
2023.0,1차,신정 파크샤인,양천구,41,신혼부부,일반,1.0,,추첨,,최종
